year,player_name,role,nationality,age,ipl_experience_years,batting_avg,batting_sr,runs_scored,fifties,hundreds,wickets,economy_rate,bowling_avg,bowling_sr,base_price_cr,sold_price_cr,is_sold,franchise,performance_score,value_index
2023,Chris Woakes,Bowler,South African,30,6,12.43,125.33,153,1,0,28,8.16,36.23,15.9,2.0,20.56,1,Kolkata Knight Riders,49.05,2.39
2023,Sunil Narine,Bowler,Indian,30,8,14.14,80.0,222,1,0,26,6.53,15.32,21.4,1.0,17.51,1,Gujarat Titans,51.63,2.95
2023,Tilak Varma,Batsman,Indian,30,6,24.13,115.46,793,12,3,5,7.0,28.25,22.9,0.5,10.21,1,Royal Challengers Bangalore,60.15,5.89
2023,Imran Tahir,Bowler,Indian,30,8,16.05,119.66,126,1,0,30,7.15,19.85,17.35,1.5,25.0,1,Rajasthan Royals,54.81,2.19
2023,David Warner,Batsman,Indian,27,6,42.02,140.9,667,11,2,3,9.74,44.91,20.65,0.5,14.81,1,Royal Challengers Bangalore,72.42,4.89
2023,Kieron Pollard,All-Rounder,Indian,32,5,32.27,136.07,248,2,0,9,8.93,16.0,28.37,1.0,21.14,1,Sunrisers Hyderabad,48.22,2.28
2023,Vijay Shankar,All-Rounder,Australian,32,7,16.31,93.66,271,3,0,13,8.97,23.46,23.52,1.5,20.59,1,Chennai Super Kings,40.47,1.97
2023,Quinton de Kock,Batsman,Indian,32,8,34.7,127.34,787,11,3,3,8.83,37.56,24.81,1.0,18.78,1,Delhi Capitals,67.82,3.61
2023,Lockie Ferguson,Bowler,South African,31,7,16.76,88.57,197,1,0,27,9.42,31.27,17.38,1.0,16.25,1,Mumbai Indians,44.21,2.72
2023,Dawid Malan,Batsman,Indian,30,7,35.12,159.03,709,10,2,2,9.67,36.38,16.15,1.0,15.69,1,Mumbai Indians,75.94,4.84
2023,Devon Conway,Batsman,Australian,29,6,34.46,115.73,555,7,1,4,10.2,23.3,17.32,0.5,17.19,1,Delhi Capitals,59.6,3.47
2023,Shreyas Iyer,Batsman,Indian,30,5,31.22,160.14,563,8,1,1,9.41,39.47,25.2,0.2,20.56,1,Lucknow Super Giants,71.79,3.49
2023,Mohammed Shami,Bowler,Indian,30,5,8.77,147.52,132,1,0,16,8.43,18.28,17.14,1.5,10.54,1,Delhi Capitals,30.03,2.85
2023,Kyle Jamieson,Bowler,Indian,27,8,14.34,108.59,146,1,0,28,8.15,21.51,14.19,0.5,11.01,1,Kolkata Knight Riders,49.01,4.45
2023,Amit Mishra,Bowler,Indian,31,6,9.84,121.98,278,2,0,23,8.4,29.69,19.04,0.2,16.01,1,Rajasthan Royals,42.08,2.63
2023,Dwayne Bravo,Bowler,Indian,33,8,28.21,107.17,186,1,0,25,8.2,33.2,11.62,1.0,12.49,1,Rajasthan Royals,44.76,3.58
2023,Jason Holder,All-Rounder,Australian,29,6,34.21,118.66,317,3,0,10,9.77,28.15,12.0,1.0,25.0,1,Chennai Super Kings,44.74,1.79
2023,Pat Cummins,Bowler,South African,27,6,28.93,128.28,105,0,0,23,9.11,28.96,12.5,1.0,14.22,1,Punjab Kings,38.22,2.69
2023,Virat Kohli,Batsman,Indian,30,5,23.9,142.02,694,9,2,2,8.66,37.96,24.38,1.0,12.81,1,Sunrisers Hyderabad,66.05,5.16
2023,Jimmy Neesham,All-Rounder,Indian,29,5,34.84,134.4,467,5,0,13,8.68,25.67,18.45,0.5,14.54,1,Rajasthan Royals,53.83,3.7
2023,Suryakumar Yadav,Batsman,South African,32,7,25.65,145.79,569,10,1,3,9.26,26.29,24.43,0.5,24.07,1,Sunrisers Hyderabad,65.38,2.72
2023,Rohit Sharma,Batsman,Indian,30,5,19.45,117.54,571,9,1,6,10.35,51.14,26.89,0.2,9.39,1,Rajasthan Royals,54.46,5.8
2023,Glenn Maxwell,Batsman,Indian,28,6,50.7,122.51,654,10,2,0,8.07,39.53,19.43,0.5,19.65,1,Chennai Super Kings,70.11,3.57
2023,Faf du Plessis,Batsman,Indian,29,5,33.96,139.62,694,11,2,9,9.2,27.28,29.7,1.0,21.87,1,Chennai Super Kings,69.35,3.17
2023,Nitish Rana,All-Rounder,Indian,27,5,27.05,148.02,306,3,0,4,8.23,33.41,23.51,1.5,25.0,1,Gujarat Titans,44.71,1.79
2023,Sanju Samson,Batsman,Indian,27,7,28.13,137.17,628,10,2,5,11.49,57.09,21.82,1.0,11.32,1,Lucknow Super Giants,64.96,5.74
2023,Jasprit Bumrah,Bowler,Indian,28,6,9.09,127.51,210,1,0,20,10.56,20.8,13.0,2.0,8.92,1,Rajasthan Royals,32.1,3.6
2023,Kuldeep Yadav,Bowler,Indian,31,8,14.05,94.8,185,1,0,20,8.37,29.23,12.0,0.5,9.97,1,Chennai Super Kings,36.74,3.69
2023,Trent Boult,Bowler,Indian,27,6,13.44,86.38,71,0,0,15,8.44,22.59,17.13,1.0,10.45,1,Delhi Capitals,27.89,2.67
2023,Tristan Stubbs,Batsman,South African,32,6,24.55,165.49,613,9,1,6,9.41,27.51,26.5,1.5,25.0,1,Sunrisers Hyderabad,71.73,2.87
2023,Axar Patel,Batsman,Indian,29,5,21.78,151.42,555,7,2,6,7.0,49.74,28.78,0.5,15.32,1,Royal Challengers Bangalore,65.24,4.26
2023,Prithvi Shaw,Batsman,Indian,29,5,27.58,118.25,825,12,3,8,11.87,22.88,36.0,1.5,9.07,1,Rajasthan Royals,63.01,6.95
2023,Piyush Chawla,Bowler,Indian,30,5,10.64,146.87,148,1,0,25,9.69,25.63,15.59,1.0,12.94,1,Mumbai Indians,39.91,3.08
2023,Aaron Finch,Batsman,Australian,30,6,31.3,171.84,652,10,1,2,8.41,26.25,21.26,0.5,25.0,1,Gujarat Titans,77.11,3.08
2023,Liam Livingstone,Batsman,Indian,36,5,28.19,167.43,665,9,1,7,7.51,20.0,19.21,0.5,12.89,1,Delhi Capitals,74.81,5.8
2023,Marcus Stoinis,All-Rounder,South African,32,8,28.61,119.07,457,5,0,17,9.31,25.17,22.53,1.0,25.0,1,Chennai Super Kings,52.75,2.11
2023,Ben Stokes,All-Rounder,Indian,29,5,21.82,111.82,353,3,0,10,7.28,32.15,23.14,1.0,25.0,1,Rajasthan Royals,45.26,1.81
2023,Yuzvendra Chahal,Bowler,Indian,32,7,11.4,118.07,174,1,0,30,9.36,26.96,15.55,0.2,18.54,1,Mumbai Indians,48.66,2.62
2023,Hardik Pandya,Batsman,Indian,29,7,39.11,166.93,605,10,1,1,7.9,20.0,26.78,1.0,25.0,1,Gujarat Titans,77.82,3.11
2023,Jason Holder,Bowler,Australian,29,5,23.69,108.07,135,1,0,29,8.81,26.62,12.24,0.5,24.49,1,Mumbai Indians,48.42,1.98
2023,Venkatesh Iyer,Batsman,Indian,32,7,32.9,145.29,524,8,2,0,8.16,45.74,22.75,0.2,12.62,1,Chennai Super Kings,67.23,5.33
2023,R Ashwin,Bowler,Indian,27,7,14.59,115.63,158,1,0,30,6.71,27.65,21.41,0.5,23.15,1,Rajasthan Royals,56.45,2.44
2023,Adam Zampa,Bowler,South African,34,6,9.73,129.67,112,0,0,17,6.81,37.55,13.77,0.2,18.55,1,Punjab Kings,36.19,1.95
2023,Yashasvi Jaiswal,Batsman,Indian,29,8,27.7,158.21,516,7,1,5,9.33,35.84,28.15,0.5,15.43,1,Gujarat Titans,68.86,4.46
2023,Heinrich Klaasen,Batsman,South African,29,7,37.48,136.8,722,12,2,4,12.25,32.54,18.15,1.0,22.55,1,Sunrisers Hyderabad,70.47,3.13
2023,Prasidh Krishna,Bowler,Indian,30,6,12.41,143.0,89,0,0,20,11.5,17.77,11.58,1.5,15.1,1,Rajasthan Royals,30.89,2.05
2023,Rinku Singh,Batsman,Indian,31,5,37.39,128.08,470,8,2,0,8.98,36.73,16.68,0.5,12.16,1,Chennai Super Kings,62.78,5.16
2023,Anrich Nortje,Bowler,Indian,33,7,13.52,80.0,120,1,0,23,7.89,22.87,21.48,2.0,21.4,1,Lucknow Super Giants,42.03,1.96
2023,Manish Pandey,Batsman,Indian,28,6,26.05,124.11,434,6,2,1,8.9,26.88,22.95,1.0,17.85,1,Punjab Kings,56.33,3.16
2023,Bhuvneshwar Kumar,Bowler,Indian,32,6,11.91,112.22,186,1,0,30,8.17,15.47,20.37,0.5,19.69,1,Delhi Capitals,52.35,2.66
2023,Harshal Patel,Bowler,Indian,30,7,14.92,106.64,241,2,0,21,9.31,20.82,22.28,2.0,16.49,1,Chennai Super Kings,35.98,2.18
2023,Liam Livingstone,All-Rounder,Indian,35,8,14.96,146.46,493,5,0,13,9.27,28.58,27.41,0.5,12.56,1,Royal Challengers Bangalore,50.09,3.99
2023,Sam Curran,Bowler,Indian,30,5,10.04,151.26,136,1,0,26,7.66,23.43,24.14,0.2,17.07,1,Lucknow Super Giants,47.38,2.78
2023,Krunal Pandya,All-Rounder,Indian,29,5,16.04,111.56,475,5,0,13,8.08,31.57,15.93,1.0,25.0,1,Lucknow Super Giants,45.76,1.83
2023,Cameron Green,All-Rounder,English,32,8,14.17,90.0,444,4,0,16,8.64,28.67,14.38,1.0,25.0,1,Delhi Capitals,43.46,1.74
2024,Khaleel Ahmed,Bowler,Indian,30,9,9.15,97.8,163,1,0,27,8.24,28.41,20.61,0.5,16.86,1,Lucknow Super Giants,47.41,2.81
2024,Axar Patel,Batsman,Indian,31,8,26.6,116.07,727,12,3,7,8.93,22.31,22.99,1.0,19.2,1,Delhi Capitals,60.0,3.13
2024,Andre Russell,All-Rounder,Indian,31,8,23.66,141.22,440,4,0,16,9.17,31.47,15.93,1.5,23.18,1,Royal Challengers Bangalore,55.02,2.37
2024,Mohammed Shami,Bowler,Indian,31,7,18.68,123.48,152,1,0,29,6.0,28.52,17.95,0.5,16.32,1,Kolkata Knight Riders,57.02,3.49
2024,Ben Stokes,Bowler,Indian,30,7,5.0,121.73,161,1,0,21,8.64,22.68,21.99,0.5,18.47,1,Lucknow Super Giants,37.19,2.01
2024,Dinesh Karthik,Batsman,New Zealand,32,7,35.51,113.34,757,10,3,2,8.93,26.83,23.93,0.5,14.68,1,Chennai Super Kings,63.35,4.32
2024,Aaron Finch,Batsman,Australian,31,7,22.21,163.64,816,12,3,5,10.39,60.0,24.41,0.5,25.0,1,Kolkata Knight Riders,74.3,2.97
2024,Devon Conway,Batsman,Australian,30,7,27.72,126.73,694,9,2,4,9.93,41.66,23.26,0.5,25.0,1,Royal Challengers Bangalore,62.99,2.52
2024,Sanju Samson,Batsman,Indian,28,7,36.62,126.1,674,10,2,6,12.38,20.0,21.02,0.5,16.03,1,Gujarat Titans,65.96,4.11
2024,Liam Livingstone,All-Rounder,Indian,36,9,17.67,92.03,119,1,0,21,6.78,38.97,23.7,1.5,18.01,1,Lucknow Super Giants,54.46,3.02
2024,Manish Pandey,Batsman,Indian,28,8,36.45,101.42,558,7,2,5,10.27,52.78,22.34,0.2,12.14,1,Gujarat Titans,56.17,4.63
2024,Avesh Khan,Bowler,West Indian,29,8,19.18,113.7,10,0,0,22,8.9,27.1,11.82,0.5,22.12,1,Royal Challengers Bangalore,36.4,1.65
2024,Jos Buttler,Batsman,Indian,31,7,36.16,136.71,625,8,2,6,8.81,45.15,23.56,0.5,22.88,1,Gujarat Titans,67.98,2.97
2024,Kagiso Rabada,Bowler,Australian,31,9,12.81,103.93,252,2,0,15,7.83,33.27,19.07,0.2,25.0,1,Mumbai Indians,31.53,1.26
2024,Rashid Khan,Bowler,Indian,26,9,20.41,149.86,74,0,0,30,6.96,18.24,12.02,0.5,20.91,1,Mumbai Indians,54.86,2.62
2024,Ruturaj Gaikwad,Batsman,Indian,32,7,39.3,145.59,622,8,1,0,10.4,34.61,19.67,0.2,20.24,1,Kolkata Knight Riders,71.84,3.55
2024,Piyush Chawla,Bowler,Indian,30,9,5.0,121.98,169,1,0,30,8.82,19.82,14.97,1.0,10.84,1,Sunrisers Hyderabad,50.23,4.63
2024,Bhuvneshwar Kumar,Bowler,Indian,33,7,12.64,98.23,124,1,0,24,8.66,16.13,15.41,1.0,14.79,1,Delhi Capitals,41.26,2.79
2024,Trent Boult,Bowler,Indian,29,6,5.0,121.57,67,0,0,26,7.23,18.35,18.09,1.0,22.2,1,Kolkata Knight Riders,47.98,2.16
2024,Ambati Rayudu,Batsman,West Indian,33,6,35.02,120.97,645,9,1,2,11.14,42.82,36.0,2.0,24.06,1,Delhi Capitals,63.2,2.63
2024,Kieron Pollard,All-Rounder,Indian,32,6,10.88,131.69,325,3,0,7,8.94,27.34,17.5,1.5,18.0,1,Chennai Super Kings,39.58,2.2
2024,Kuldeep Yadav,Bowler,Indian,31,9,13.63,80.0,178,1,0,25,8.12,23.84,18.54,0.2,15.22,1,Royal Challengers Bangalore,44.92,2.95
2024,Dwayne Bravo,Bowler,Indian,35,6,13.11,120.9,202,1,0,23,8.22,24.86,14.94,0.5,9.87,1,Punjab Kings,41.86,4.24
2024,Washington Sundar,Batsman,Indian,31,6,33.71,147.97,711,10,2,5,9.94,34.13,30.81,0.2,16.44,1,Sunrisers Hyderabad,72.1,4.39
2024,Nitish Rana,All-Rounder,Indian,28,8,32.34,125.06,198,2,0,10,8.48,19.86,17.93,1.0,23.65,1,Rajasthan Royals,48.14,2.04
2024,Vijay Shankar,All-Rounder,Australian,32,8,26.43,129.8,398,4,0,12,10.77,16.0,18.46,1.0,25.0,1,Rajasthan Royals,46.97,1.88
2024,Arshdeep Singh,Bowler,South African,30,7,16.34,136.64,232,1,0,28,6.92,33.97,22.65,0.5,25.0,1,Rajasthan Royals,53.56,2.14
2024,Jason Holder,All-Rounder,Australian,30,6,20.01,124.25,172,1,0,17,7.5,21.91,15.58,2.0,25.0,1,Royal Challengers Bangalore,55.25,2.21
2024,Chris Woakes,Bowler,South African,32,7,32.61,92.39,67,0,0,24,6.32,15.05,12.99,1.5,19.69,1,Lucknow Super Giants,47.71,2.42
2024,Krunal Pandya,All-Rounder,Indian,30,9,32.31,102.48,348,3,0,14,8.17,21.86,18.2,1.5,25.0,1,Rajasthan Royals,49.03,1.96
2024,Yashasvi Jaiswal,Batsman,Indian,30,8,39.27,146.04,669,11,1,2,9.95,51.67,14.0,0.5,21.7,1,Sunrisers Hyderabad,72.9,3.36
2024,Rohit Sharma,Batsman,Indian,31,9,45.21,137.66,720,10,3,3,8.48,37.12,16.71,0.5,19.92,1,Delhi Capitals,73.78,3.7
2024,Jasprit Bumrah,Bowler,Indian,30,8,18.84,116.76,240,2,0,28,6.65,14.95,22.11,0.5,11.7,1,Royal Challengers Bangalore,54.45,4.65
2024,Jimmy Neesham,All-Rounder,Indian,31,9,17.95,125.47,353,3,0,19,8.31,18.87,22.21,1.0,17.3,1,Mumbai Indians,55.76,3.22
2024,Venkatesh Iyer,Batsman,Indian,33,6,25.09,130.38,625,8,1,8,10.08,23.23,29.57,0.5,8.77,1,Gujarat Titans,61.65,7.03
2024,Deepak Chahar,Bowler,New Zealand,29,6,18.24,168.02,92,0,0,12,9.7,15.17,19.46,1.0,17.74,1,Kolkata Knight Riders,19.82,1.12
2024,T Natarajan,Bowler,English,33,8,10.42,115.13,231,1,0,30,9.37,16.5,20.8,1.0,21.46,1,Rajasthan Royals,49.2,2.29
2024,Jason Holder,Bowler,Australian,29,7,17.65,109.14,202,1,0,30,9.47,29.63,23.03,0.2,25.0,1,Kolkata Knight Riders,48.61,1.94
2024,Pat Cummins,Bowler,South African,28,8,18.31,98.86,161,1,0,19,8.42,23.73,14.08,0.2,18.92,1,Sunrisers Hyderabad,34.85,1.84
2024,Suryakumar Yadav,Batsman,South African,34,6,28.0,123.97,682,9,2,0,9.32,51.06,25.08,1.0,19.71,1,Sunrisers Hyderabad,62.03,3.15
2024,Shreyas Iyer,Batsman,Indian,31,7,28.71,147.75,500,9,1,1,9.72,33.13,18.93,0.5,14.01,1,Sunrisers Hyderabad,65.81,4.7
2024,Liam Livingstone,Batsman,Indian,36,9,29.87,120.36,646,11,1,0,7.0,48.39,19.88,0.2,16.59,1,Chennai Super Kings,60.98,3.68
2024,Sam Curran,Bowler,Indian,32,6,13.62,88.42,140,1,0,23,8.06,23.16,15.71,2.0,13.44,1,Lucknow Super Giants,41.72,3.1
2024,Tilak Varma,Batsman,Indian,32,6,28.03,168.85,465,8,2,2,9.4,24.25,19.31,0.5,20.58,1,Kolkata Knight Riders,71.17,3.46
2024,Tristan Stubbs,Batsman,South African,33,8,25.36,155.33,684,10,2,0,11.05,51.31,15.08,0.2,25.0,1,Gujarat Titans,70.42,2.82
2024,Hardik Pandya,Batsman,Indian,30,7,17.29,154.17,585,10,2,5,7.97,20.0,19.05,0.5,11.47,1,Mumbai Indians,64.87,5.66
2024,Harshal Patel,Bowler,Indian,32,7,16.17,126.82,135,1,0,25,8.13,28.96,12.74,0.2,15.65,1,Sunrisers Hyderabad,44.46,2.84
2024,R Ashwin,Bowler,Indian,28,6,14.34,94.11,198,1,0,21,8.9,27.05,20.12,0.2,15.49,1,Delhi Capitals,36.78,2.37
2024,Sam Curran,All-Rounder,Indian,32,9,9.43,141.44,251,2,0,11,8.28,19.5,21.59,1.0,18.69,1,Punjab Kings,47.29,2.53
2024,Ben Stokes,All-Rounder,Indian,30,8,29.5,92.45,491,5,0,15,9.72,33.44,28.04,1.5,25.0,1,Delhi Capitals,44.42,1.78
2024,Ravindra Jadeja,Bowler,Indian,31,7,13.62,90.24,155,1,0,27,8.29,25.98,14.89,1.5,20.09,1,Punjab Kings,47.18,2.35
2024,Mohammed Siraj,Bowler,English,32,7,13.01,122.0,267,2,0,30,8.13,25.52,14.55,1.0,21.65,1,Mumbai Indians,53.28,2.46
2024,Amit Mishra,Bowler,Indian,32,6,8.84,146.58,139,1,0,20,7.47,28.82,19.29,2.0,14.03,1,Mumbai Indians,38.98,2.78
2024,Ravindra Jadeja,All-Rounder,Indian,31,8,29.59,116.9,421,4,0,15,7.15,19.93,24.84,1.5,25.0,1,Rajasthan Royals,54.48,2.18
2024,Heinrich Klaasen,Batsman,South African,31,7,36.11,117.42,676,9,1,3,9.72,48.97,22.16,0.5,16.46,1,Chennai Super Kings,63.19,3.84
2024,Moeen Ali,All-Rounder,Indian,33,6,21.31,123.88,530,5,0,5,10.37,21.44,13.14,1.5,20.85,1,Lucknow Super Giants,36.1,1.73
2024,Rishabh Pant,Batsman,Indian,32,6,49.75,122.16,765,12,3,0,9.7,54.7,36.0,1.0,15.71,1,Lucknow Super Giants,71.85,4.57
2024,Shivam Dube,All-Rounder,Indian,33,7,24.97,90.28,400,4,0,18,8.18,39.74,12.7,1.0,25.0,1,Gujarat Titans,49.54,1.98
2024,Harbhajan Singh,Bowler,Indian,30,9,16.9,104.81,185,1,0,30,8.97,25.48,17.59,1.0,18.07,1,Royal Challengers Bangalore,49.94,2.76
2024,Sunil Narine,Bowler,Indian,31,6,9.58,145.71,149,1,0,30,7.52,25.91,18.9,0.2,22.13,1,Rajasthan Royals,53.93,2.44
2024,Prasidh Krishna,Bowler,Indian,32,7,5.0,80.0,277,2,0,21,11.5,14.0,17.68,1.5,13.59,1,Lucknow Super Giants,34.27,2.52
2024,Faf du Plessis,Batsman,Indian,30,7,31.41,134.68,701,11,3,3,8.43,28.06,26.47,0.5,19.44,1,Royal Challengers Bangalore,66.99,3.45
2024,Glenn Maxwell,Batsman,Indian,29,8,27.58,152.44,646,11,2,4,9.66,20.0,25.83,1.5,15.73,1,Gujarat Titans,69.68,4.43
2024,Dwayne Bravo,All-Rounder,Indian,35,6,29.51,146.62,309,3,0,9,6.5,25.46,16.11,0.5,25.0,1,Lucknow Super Giants,54.5,2.18
